"job_id","job_title","location","salary_currency","salary_min","salary_max","website","highest_ed","years_exp","continent","country","skills"
"39293","data science engineering intern","United States",NA,NA,NA,"ai-jobs.net",NA,NA,"Americas","United States","apis, architecture, business intelligence, cluster analysis, computer science, consulting, data mining, engineering, etl, excel, mathematics, power bi, python, r, sql, statistics, data science, api, unstructured data, net, communication"
"39216","data analyst","Israel","USD",92000,130000,"ai-jobs.net",NA,2,"Asia","Israel","aws, data analysis, data mining, hadoop, python, research, spark, sql, scripting, communication"
"39199","senior backend engineer applied machine learning",NA,"USD",62000,115000,"ai-jobs.net",NA,3,NA,NA,"classification, machine learning, ml models, nlp, python, ruby, sagemaker, automation, communication, tensorflow"
"39196","software engineer data platform",NA,"USD",62000,115000,"ai-jobs.net","phd",2,NA,NA,"aws, ci/cd, computer science, docker, engineering, github, kubernetes, machine learning, mathematics, physics, pipelines, postgresql, prototyping, python, data science, testing"
"39260","staff data scientist ml order risk remote us or canada","United States","USD",129000,185000,"ai-jobs.net",NA,NA,"Americas","United States","architecture, e commerce, engineering, etl, excel, kpis, machine learning, pipelines, python, spark, sql, statistics, leadership, data science, problem solving, curiosity, streaming"
"39232","data manager hf","France","USD",77000,134000,"ai-jobs.net",NA,NA,"Europe","France","data warehouse, oracle, power bi, qlik, r, r&d, scrum, snowflake, sql, tableau"
"39252","senior manager data science","Indonesia","USD",55000,102000,"ai-jobs.net","phd",10,"Asia","Indonesia","banking, computer science, economics, engineering, mathematics, research, data science, leadership, communication, phd, statistics"
"39257","staff data scientist",NA,"USD",31000,58000,"ai-jobs.net","master",NA,NA,NA,"a/b testing, airflow, aws, cad, causal inference, classification, clustering, databricks, data warehouse, engineering, etl, looker, machine learning, python, r, redshift, sql, statistics, data science, optimization, communication, business acumen, testing, collaboration, data literacy"
"39200","research fellow machine learning","United States","USD",63000,117000,"ai-jobs.net","phd",NA,"Americas","United States","chemistry, computer science, deep learning, drug discovery, machine learning, ml models, python, pytorch, research, statistics, tensorflow, machine learning algorithms, optimization, phd, communication, transformers"
"39243","summer internship data engineer experience mission emea","Sweden",NA,NA,NA,"ai-jobs.net","master",NA,"Europe","Sweden","agile, bigtable, cassandra, computer science, data pipelines, data quality, distributed systems, engineering, gcp, google cloud, hadoop, machine learning, pipelines, scala, sql, streaming, data engineering, data processing, optimization, testing, data modeling, data storage, collaboration, creativity"
"39295","machine learning ml engineer","United States","USD",69000,128000,"ai-jobs.net",NA,7,"Americas","United States","c++, caffe, ci/cd, deep learning, devops, golang, hadoop, keras, kubeflow, kubernetes, machine learning, ml models, mlops, mxnet, pipelines, python, pytorch, scala, spark, programming, c, cloud computing, tensorflow, data science"
"39250","lead sqletl database developer","United States","USD",174000,NA,"ai-jobs.net","master",6,"Americas","United States","agile, architecture, aws, azure, big data, business intelligence, consulting, data analysis, data management, data warehouse, engineering, etl, gcp, hadoop, informatica, jira, oracle, perl, power bi, python, rdbms, sql, ssis, tableau, data integration, leadership, talend, microsoft sql server, programming, automation, scripting, communication, creativity"
"39299","consultante data management","France","USD",39000,73000,"ai-jobs.net","master",NA,"Europe","France","apis, architecture, aws, azure, big data, business intelligence, consulting, data management, data studio, gcp, hadoop, informatica, power bi, snowflake, tableau, communication, api, teradata"
"39256","data scientist battery energy storage systems","Switzerland","USD",90000,173000,"ai-jobs.net",NA,NA,"Europe","Switzerland","agile, big data, chemistry, data analysis, engineering, linux, machine learning, python, sql, creativity, curiosity, optimization, data science, programming, statistical analysis, machine learning algorithms, communication"
"39253","data scientist applied statistician","United States","USD",144000,165000,"ai-jobs.net","master",NA,"Americas","United States","bayesian, economics, engineering, flink, golang, kinesis, machine learning, mathematics, physics, scala, statistics, testing, optimization, communication, data engineering, net"
"39226","staff applied scientist conversational intelligence","United States","USD",180000,205000,"ai-jobs.net",NA,NA,"Americas","United States","apis, bert, classification, deep learning, engineering, kubernetes, machine learning, nlp, python, statistics, leadership, machine learning algorithms, xlnet, programming, c++"
"39195","junior data strategist","United Kingdom","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","data analytics, data studio, nlp, research, machine learning, creativity"
"39266","senior data scientist","Israel","USD",129000,185000,"ai-jobs.net","phd",5,"Asia","Israel","a/b testing, computer science, data analysis, engineering, machine learning, ml models, pipelines, python, research, sql, statistical modeling, statistics, optimization, phd"
"39235","software engineer claims data management","Italy","USD",45000,85000,"ai-jobs.net",NA,3,"Europe","Italy","architecture, avro, aws, data management, docker, ecs, elixir, kafka, kubernetes, microservices, mysql, postgresql, rabbitmq, rdbms, automation, rust, problem solving, programming"
"39209","senior data analyst data engineer all genders","Portugal","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Portugal","airflow, computer science, data warehouse, docker, kpis, mathematics, python, r, r&d, sql, statistics, programming, collaboration, communication, leadership, c"
"39230","big data expertarchitect principal","United States","USD",62000,115000,"ai-jobs.net",NA,NA,"Americas","United States","agile, architecture, big data, computer science, engineering, hadoop, kafka, microservices, python, scala, spark, sql, streaming, testing, data engineering, data science, programming, curiosity, problem solving, communication"
"39214","data analyst hf","France","USD",42000,60000,"ai-jobs.net",NA,2,"Europe","France","business intelligence, data management, data quality, power bi, r, r&d, statistical analysis, project management"
"39269","customer experience data analyst","United States","USD",92000,130000,"ai-jobs.net","master",2,"Americas","United States","clustering, excel, market research, mathematics, python, r, research, sas, sql, statistics, curiosity, statistical analysis, tableau, storytelling, data science, spss, communication"
"39222","data analyst","United States","USD",62000,135000,"ai-jobs.net",NA,NA,"Americas","United States","data quality, etl, excel, sql, ssis, testing"
"39219","senior data analyst","United States","USD",92000,130000,"ai-jobs.net","master",1,"Americas","United States","business intelligence, computer science, data analysis, data analytics, data mining, data visualization, excel, finance, power bi, python, r, sql, automation, programming, tableau"
"39249","head of data science","United States","USD",195000,314000,"ai-jobs.net","phd",5,"Americas","United States","computer science, data analysis, economics, engineering, mathematics, phd, privacy, python, r, sql, statistics, testing, collaboration, data science, leadership, communication"
"39208","computational biology immunoassay development intern summer  remote","United States",NA,NA,NA,"ai-jobs.net","phd",NA,"Americas","United States","biology, data visualization, machine learning, mathematics, phd, python, r, leadership, curiosity, statistics, bioinformatics, data science, communication"
"39229","senior devops engineer big data federal","United States","USD",69000,128000,"ai-jobs.net",NA,4,"Americas","United States","ansible, aws, azure, big data, ci/cd, data analytics, data governance, data pipelines, devops, docker, engineering, grafana, hadoop, hbase, hdfs, kafka, kubernetes, linux, machine learning, mariadb, perl, pipelines, python, rabbitmq, shell scripting, spark, sql, streaming, tableau, curiosity, automation, terraform"
"39244","lead data engineer","United States","USD",81000,137000,"ai-jobs.net","bachelor",4,"Americas","United States","agile, apis, aws, azure, engineering, gcp, google cloud, lambda, pipelines, python, redshift, data engineering, api, sql"
"39265","senior data scientist mfx",NA,"USD",129000,185000,"ai-jobs.net",NA,NA,NA,NA,"big data, computer science, e commerce, gcp, google cloud, machine learning, mathematics, ml models, model training, physics, pyspark, python, research, sql, data science, testing"
"39178","data analyst","Sweden","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Sweden","agile, azure, databricks, data visualization, kpis, power bi, python, r, security, sql, communication, programming, statistics"
"39258","product manager solutions architect data scienceanalytics","United States","USD",1e+05,145000,"ai-jobs.net",NA,5,"Americas","United States","airflow, aws, azure, ci/cd, databricks, devops, engineering, etl, gcp, javascript, mathematics, nosql, python, spark, business acumen, data science, data engineering, communication, net, sql"
"39183","lead data scientist","India","USD",40000,61000,"ai-jobs.net","phd",7,"Asia","India","aws, azure, classification, computer science, deep learning, distributed systems, engineering, excel, feature engineering, kubeflow, machine learning, ml models, python, security, machine learning algorithms, curiosity, phd, sql, communication, automation"
"39215","product data analyst bees martech","Brazil","USD",62000,135000,"ai-jobs.net",NA,2,"Americas","Brazil","agile, devops, engineering, kpis, communication, curiosity"
"39251","senior full stack software developer etl ssis experian health can be remote from within the us","United States","USD",62000,115000,"ai-jobs.net","bachelor",5,"Americas","United States","agile, angular, architecture, bitbucket, computer science, etl, javascript, jira, json, net, react, security, sql, ssis, testing, microsoft sql server, c#, creativity, problem solving, css, xml"
"39205","product manager machine learning platform","United States","USD",80000,NA,"ai-jobs.net",NA,NA,"Americas","United States","engineering, machine learning, ml infrastructure, okr, travel, collaboration, communication, leadership"
"39212","data analyst data enablement","United States","USD",106000,153000,"ai-jobs.net",NA,4,"Americas","United States","airflow, aws, banking, bigquery, blockchain, crypto, data pipelines, engineering, excel, finance, fivetran, gcp, looker, mathematics, pipelines, python, r, security, snowflake, sql, statistics, data engineering, data science, tableau, programming, statistical analysis, c, open source"
"39187","lyon data engineer hf","France","USD",61000,135000,"ai-jobs.net",NA,NA,"Europe","France","architecture, aws, azure, big data, gcp, hadoop, kafka, pipelines, python, scala, data science, collaboration, spark"
"39213","data analytics specialist","Canada","USD",69000,128000,"ai-jobs.net",NA,5,"Americas","Canada","architecture, aws, azure, computer science, data analytics, data management, data warehousing, engineering, security, sql, tableau, testing, t sql, programming, scripting"
"39262","data scientist","Bulgaria","USD",129000,185000,"ai-jobs.net","bachelor",NA,"Europe","Bulgaria","data analytics, data mining, economics, genetics, market research, mathematics, python, r, research, sql, statistical modeling, sampling, communication, programming, microsoft office, problem solving"
"39203","machine learning engineer","Hungary","USD",131000,201000,"ai-jobs.net","phd",NA,"Europe","Hungary","classification, clustering, computer science, computer vision, engineering, machine learning, ml models, nlp, pipelines, python, pytorch, r, r&d, research, scikit learn, statistics, streaming, phd, data science, natural language processing, tensorflow, communication, collaboration"
"39242","senior data engineer","United States","USD",115000,180000,"ai-jobs.net",NA,5,"Americas","United States","architecture, aws, bigquery, engineering, flink, genetics, hadoop, kafka, kinesis, linux, nosql, python, redshift, research, ruby, scala, shell scripting, snowflake, spark, data processing, communication, collaboration, programming, c++, c#, unix, command line, streaming"
"39225","data analyst","Greece","USD",62000,135000,"ai-jobs.net","master",2,"Europe","Greece","big data, computer science, data analysis, data analytics, e commerce, econometrics, excel, fintech, machine learning, mathematics, ms sql, physics, power bi, research, sas, sql, travel, statistics, microsoft office, communication"
"39231","data management developer remote usa","United States","USD",113000,130000,"ai-jobs.net","master",6,"Americas","United States","agile, architecture, aws, azure, big data, business intelligence, consulting, data analysis, data management, data warehouse, db2, engineering, etl, gcp, hadoop, informatica, jira, nonprofit, oracle, perl, power bi, python, rdbms, sql, ssis, tableau, data integration, leadership, talend, microsoft sql server, programming, automation, scripting, communication, creativity"
"39165","senior engineering manager ml platform","United States","USD",69000,128000,"ai-jobs.net",NA,10,"Americas","United States","apis, engineering, genetics, machine learning, microservices, ml infrastructure, pipelines, rest api, leadership"
"39228","data integration engineer","Greece","USD",51000,94000,"ai-jobs.net","master",2,"Europe","Greece","banking, business intelligence, computer science, engineering, etl, informatica, data integration, c, python, communication"
"39175","data operations account director","United Kingdom","USD",73000,136000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","dataops, data collection, testing, communication, problem solving"
"39223","data analytics visualization lead powerbi inhouse","Greece","USD",51000,94000,"ai-jobs.net","bachelor",3,"Europe","Greece","architecture, azure, business intelligence, classification, clustering, computer science, data analytics, data visualization, data warehouse, power bi, python, qlik, qlikview, rdbms, sql, data science, time series analysis, storytelling, data modeling, communication"
"39164","director engineering ai ml platform","United States","USD",81000,152000,"ai-jobs.net","bachelor",NA,"Americas","United States","computer science, distributed systems, engineering, genetics, machine learning, data engineering, microservices, leadership"
"39197","principal engineer data modeling","United States","USD",69000,128000,"ai-jobs.net","master",NA,"Americas","United States","agile, architecture, data analytics, data governance, data quality, data strategy, elt, etl, hiveql, kubernetes, looker, nosql, power bi, privacy, python, scala, security, spark, sql, data security, collaboration, teamwork, scripting, tableau, data modeling"
"39154","staff software engineer machine learning","United States","USD",163000,260000,"ai-jobs.net",NA,3,"Americas","United States","agile, apis, architecture, data pipelines, data warehouse, engineering, machine learning, microservices, ml models, pipelines, testing, communication, collaboration"
"39221","data analyst for a leading fintech solutions platform for mortgage providers","United States","USD",92000,130000,"ai-jobs.net","bachelor",NA,"Americas","United States","crypto, data visualization, data warehouse, engineering, fintech, metabase, postgresql, power bi, python, r, scrum, snowflake, sql, communication, tableau, programming, data storage"
"39261","stage data science hf grenoble stage pre embauche","France","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","France","big data, data science"
"39173","data engineer","France","USD",61000,135000,"ai-jobs.net",NA,NA,"Europe","France","agile, elasticsearch, machine learning, mongodb, mysql, data analytics, collaboration, python, js"
"39198","machine learning engineer fraud","Canada","USD",131000,201000,"ai-jobs.net",NA,2,"Americas","Canada","machine learning, ml models, python, ruby, scala, spark, unstructured data"
"39145","senior data scientist i","United States","USD",129000,185000,"ai-jobs.net","master",10,"Americas","United States","agile, big data, computer science, economics, engineering, genetics, machine learning, mathematics, ml models, model deployment, model design, privacy, python, r, research, spark, statistics, data science, cloud computing, programming, communication, curiosity, testing, model evaluation, leadership"
"39217","erp data analyst","Germany","USD",42000,60000,"ai-jobs.net","bachelor",5,"Europe","Germany","computer science, data management, engineering, excel, finance, looker, sql, tableau, travel, testing, problem solving, communication, business acumen, project management"
"39136","senior software ml engineer account integrity","United States","USD",131000,240000,"ai-jobs.net",NA,4,"Americas","United States","airflow, computer science, data pipelines, engineering, genetics, golang, kafka, machine learning, mathematics, ml models, physics, pipelines, python, pytorch, security, spark, sql, statistics, c#, tensorflow"
"39210","sales operations data analyst","Mexico","USD",42000,60000,"ai-jobs.net","master",NA,"Americas","Mexico","data management, data studio, excel, power bi, sql, kpis, tableau"
"39168","repository administration and data quality dqrs","Portugal","USD",39000,73000,"ai-jobs.net","master",NA,"Europe","Portugal","banking, data analysis, data management, data quality, engineering, leadership, finance, database management"
"39188","staff data engineer","United States","USD",69000,128000,"ai-jobs.net",NA,10,"Americas","United States","architecture, business intelligence, consulting, data analysis, data warehousing, javascript, kpis, oop, power bi, python, snowflake, sql, curiosity, automation, data integration, data modeling, programming, tableau, business acumen"
"39211","data analyst go live","United States","USD",1e+05,130000,"ai-jobs.net","master",2,"Americas","United States","computer science, e commerce, economics, machine learning, mathematics, ml models, python, r, research, sql, data science, statistics, data wrangling, communication, collaboration"
"39181","head of data science","Hungary","USD",73000,136000,"ai-jobs.net",NA,10,"Europe","Hungary","a/b testing, data warehouse, excel, machine learning, predictive modeling, statistics, streaming, data science, optimization, big data"
"39162","senior software engineer machine learning","United States","USD",163000,220000,"ai-jobs.net",NA,3,"Americas","United States","agile, apis, architecture, data pipelines, data warehouse, engineering, machine learning, microservices, ml models, pipelines, testing, communication, collaboration"
"39264","data scientist","India","USD",129000,185000,"ai-jobs.net",NA,2,"Asia","India","biology, computer science, computer vision, data analysis, data mining, genetics, machine learning, python, r, r&d, big data, statistics, data driven decision making, data processing, data science, problem solving, communication"
"39246","data engineer","Hungary","USD",95000,171000,"ai-jobs.net",NA,NA,"Europe","Hungary","apis, elk, elt, etl, kafka, ms sql, mysql, nodejs, pipelines, postgresql, python, sql, streaming, data processing"
"39259","manager data science","United States","USD",69000,128000,"ai-jobs.net","bachelor",8,"Americas","United States","a/b testing, aws, banking, computer science, consulting, engineering, finance, fintech, looker, mathematics, physics, privacy, python, r, snowflake, sql, statistics, tableau, data science, programming, leadership, statistical analysis"
"39151","data engineer gcp hf","France","USD",61000,135000,"ai-jobs.net",NA,NA,"Europe","France","architecture, big data, gcp, gitlab, python, data science, sql"
"39254","senior data scientist",NA,"USD",126000,171000,"ai-jobs.net","master",1,NA,NA,"clustering, computer science, data analytics, deep learning, engineering, etl, keras, machine learning, ml models, python, data engineering, collaboration, optimization"
"39149","data engineer",NA,"USD",73000,120000,"ai-jobs.net",NA,3,NA,NA,"blockchain, crypto, data management, data pipelines, engineering, etl, machine learning, ml models, open source, pipelines, rdbms, security, cybersecurity, data storage, sql, problem solving, communication"
"39083","data analyst leveraged loans","United States","USD",61000,103000,"ai-jobs.net","bachelor",3,"Americas","United States","data quality, economics, excel, finance, curiosity, research, leadership, communication"
"39107","data science intern undergrad","United States",NA,NA,NA,"ai-jobs.net",NA,NA,"Americas","United States","computer science, economics, engineering, excel, machine learning, mathematics, ml models, pipelines, python, research, security, snowflake, sql, collaboration, data science, statistics, critical thinking, communication"
"39069","engineer machine learning","South Africa","USD",30000,57000,"ai-jobs.net","master",7,"Africa","South Africa","computer science, data analysis, engineering, machine learning, net, leadership"
"39094","senior data analyst","United Kingdom","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","bigquery, data analytics, data studio, machine learning, python, r, sql, c, collaboration, programming, storytelling, critical thinking, communication, problem solving"
"39182","jeune docteur rd data science ia dans la finance dentreprise hf","France","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","France","big data, computer vision, data management, deep learning, finance, machine learning, nlp, python, r, r&d, data science, open source, communication, sql"
"39012","operations research engineer optimization software development","Canada","USD",150000,249000,"ai-jobs.net","phd",NA,"Americas","Canada","agile, architecture, autonomous driving, big data, computer science, finance, industrial, machine learning, mathematics, phd, r, r&d, research, collaboration, automation, optimization, problem solving, programming"
"39072","staff data architect","United States","USD",135000,195000,"ai-jobs.net","master",8,"Americas","United States","airflow, architecture, computer science, computer vision, databricks, engineering, machine learning, mathematics, ml infrastructure, pipelines, python, research, scala, spark, sql, statistics, data engineering, data science, leadership, distributed computing, testing, collaboration"
"39043","data engineer securities finance senior level","United States","USD",170000,240000,"ai-jobs.net",NA,7,"Americas","United States","apis, athena, aws, big data, ci/cd, data pipelines, distributed systems, docker, engineering, etl, finance, pipelines, postgresql, python, r, rdbms, react, spark, statistical modeling, statistics, data modeling, streaming, collaboration"
"39023","data operator","United Kingdom","USD",39000,73000,"ai-jobs.net","master",NA,"Europe","United Kingdom","dataops, linux, machine learning, research, security, scripting, automation, xml, communication"
"39169","phd shaping nvh for electric powertrains in autonomous vehicles","Germany","USD",62000,115000,"ai-jobs.net","phd",NA,"Europe","Germany","engineering, phd, research, spark, communication, data science"
"39141","senior data scientist search","United States","USD",129000,185000,"ai-jobs.net","master",10,"Americas","United States","a/b testing, big data, causal inference, computer science, economics, engineering, genetics, kpis, machine learning, mathematics, physics, python, r, spark, sql, statistical modeling, data science, data engineering, curiosity, scripting, open source, statistics, neural network, storytelling"
"39033","senior data engineer","India","USD",115000,180000,"ai-jobs.net","master",10,"Asia","India","architecture, big data, computer science, data governance, data management, data mining, data warehousing, engineering, etl, hadoop, hbase, machine learning, mysql, nosql, research, security, spark, sql, statistics, collaboration, data processing, streaming, cloud computing, curiosity"
"39018","group manager data management","India","USD",45000,84000,"ai-jobs.net","master",6,"Asia","India","banking, consulting, data governance, data management, data quality, data strategy, engineering, finance, looker, machine learning, power bi, r, rdbms, research, sql, travel, data engineering, data analytics, testing, data integration, automation, c"
"39029","senior data engineer","United States","USD",115000,180000,"ai-jobs.net","master",5,"Americas","United States","airflow, architecture, aws, azure, business intelligence, ci/cd, data pipelines, data quality, data warehouse, elt, engineering, etl, gcp, git, linux, looker, pipelines, python, shell scripting, sql, data engineering, data modeling, programming, cloud computing, tableau, communication"
"39140","senior data scientist notifications","United States","USD",129000,185000,"ai-jobs.net","master",4,"Americas","United States","a/b testing, big data, causal inference, computer science, consulting, economics, engineering, genetics, kpis, machine learning, mathematics, physics, python, r, spark, sql, statistical modeling, data science, data engineering, curiosity, scripting, open source, statistics, storytelling"
"39082","senior marketing data analyst","United States","USD",145000,175000,"ai-jobs.net","master",5,"Americas","United States","apis, consulting, data analytics, excel, looker, okr, python, r, sql, statistics, leadership, data driven decision making, communication, project management, statistical analysis, google sheets, collaboration, api, testing"
"39122","senior data scientist","United Kingdom","USD",129000,185000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","athena, aws, clustering, deep learning, engineering, machine learning, power bi, python, r, spotfire, sql, statistics, tableau, travel, data science, data engineering, data driven decision making, testing, communication, net"
"39068","machine learning engineer","Canada","USD",80000,129000,"ai-jobs.net","bachelor",5,"Americas","Canada","airflow, aws, big data, computer science, consulting, consulting firm, data pipelines, docker, hadoop, keras, kubernetes, machine learning, market research, mlflow, ml models, pipelines, python, rdbms, research, sagemaker, spark, sql, statistics, tensorflow, data science, leadership, unstructured data, communication, teamwork, model evaluation, programming"
"39091","data analyst developer relations","Netherlands","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Netherlands","data analysis, data analytics, grafana, looker, matlab, python, r, sql"
"39179","senior data analyst","Colombia","USD",92000,130000,"ai-jobs.net",NA,NA,"Americas","Colombia","data studio, e commerce, gcp, google cloud, industrial, javascript, power bi, python, spotfire, sql, html, css, google analytics"
"39160","machine learning architect engine","United States","USD",69000,128000,"ai-jobs.net",NA,NA,"Americas","United States","architecture, deep learning, genetics, hadoop, javascript, lua, machine learning, model inference, model training, python, pytorch, rust, spark, splunk, tensorflow, c++, data processing, optimization, leadership"
"39014","senior bi developer","United States","USD",62000,115000,"ai-jobs.net","bachelor",4,"Americas","United States","architecture, business intelligence, computer science, data warehouse, healthcare technology, kpis, power bi, research, sql, ssis, testing, t sql, communication, collaboration, travel"
"39121","senior data scientist","United States","USD",129000,185000,"ai-jobs.net","phd",5,"Americas","United States","a/b testing, airflow, aws, computer science, economics, kubeflow, machine learning, mathematics, nlp, phd, physics, postgresql, python, research, security, spark, sql, statistics, stem, cybersecurity, statistical analysis, communication"
"39057","senior computer vision engineer","United States","USD",30000,58000,"ai-jobs.net",NA,5,"Americas","United States","computer vision, deep learning, engineering, machine learning, model training, python, pytorch, research, robotics"
"39026","data engineer","United States","USD",115000,180000,"ai-jobs.net","phd",3,"Americas","United States","architecture, big data, data analysis, engineering, hadoop, linux, pipelines, power bi, python, scala, shell scripting, spark, predictive analytics, programming, sql, problem solving, travel, data science"
"39016","co op statistical geneticist","United States","USD",44000,81000,"ai-jobs.net","phd",NA,"Americas","United States","biology, genetics, mendelian randomization, perl, python, r, sas, bioinformatics, scripting, cloud computing, teamwork, communication, phd"
"39074","data architect","Guatemala","USD",135000,195000,"ai-jobs.net",NA,NA,"Americas","Guatemala","agile, business intelligence, etl, power bi, python, r, sql, tableau"
"39153","staff data engineer","United States","USD",182000,265000,"ai-jobs.net",NA,NA,"Americas","United States","airflow, architecture, bigquery, dataflow, data pipelines, engineering, gcp, google cloud, pipelines, leadership, data engineering, spark, collaboration"
"39157","principal senior machine learning engineer personalization","United States","USD",131000,201000,"ai-jobs.net","master",4,"Americas","United States","computer science, engineering, genetics, machine learning, research"
"39060","senior machine learning engineer","Ireland","USD",131000,201000,"ai-jobs.net",NA,5,"Europe","Ireland","architecture, aws, bayesian, clustering, computer science, deep learning, distributed systems, engineering, machine learning, mathematics, matplotlib, ml infrastructure, ml models, nlp, research, automation, optimization, communication, programming, experiment design, reinforcement learning, sql"
"39142","senior data scientist trust safety child safety","United States","USD",129000,185000,"ai-jobs.net","master",4,"Americas","United States","big data, causal inference, computer science, economics, engineering, genetics, machine learning, mathematics, physics, python, r, spark, sql, statistical modeling, data science, data engineering, communication, statistics, scripting, storytelling"
"39066","machine learning engineering manager document intelligence",NA,"USD",131000,201000,"ai-jobs.net",NA,5,NA,NA,"airflow, asr, aws, classification, dataops, docker, engineering, huggingface, machine learning, ml models, nlp, ocr, pytorch, research, unstructured data, weights & biases, natural language processing, collaboration, travel, xgboost"
"39135","senior software engineer data engineering","United States","USD",115000,180000,"ai-jobs.net",NA,8,"Americas","United States","airflow, architecture, aws, azure, dagster, data pipelines, data quality, engineering, etl, gcp, genetics, google cloud, hadoop, machine learning, pipelines, statistics, streaming, data engineering, data science, data processing, terraform"
"39048","data engineer","South Africa","USD",73000,120000,"ai-jobs.net",NA,4,"Africa","South Africa","agile, architecture, aws, data analytics, data pipelines, e commerce, fintech, machine learning, pipelines, python, redshift, spark, sql, terraform, travel"
"39079","dbetl developer","India","USD",63000,250000,"ai-jobs.net","bachelor",NA,"Asia","India","aws, azure, bigquery, computer science, databricks, data warehousing, etl, gcp, informatica, matillion, oracle, python, redshift, shell scripting, snowflake, sql, talend, teradata, creativity, ux, communication, unix, cloud computing, leadership, scripting"
"39166","finance transformation data management associate hybrid","United States","USD",56000,105000,"ai-jobs.net","bachelor",NA,"Americas","United States","architecture, classification, data management, excel, finance, jira, power bi, data integration, tableau, collaboration, cloud computing, communication"
"39123","jeune docteur en data science ia hf","France","USD",56000,105000,"ai-jobs.net",NA,NA,"Europe","France","big data, computer vision, deep learning, e commerce, machine learning, nlp, nosql, python, pytorch, r, r&d, sql, data science, tensorflow"
"39037","principal engineer data engineering","Canada","USD",115000,180000,"ai-jobs.net",NA,12,"Americas","Canada","apis, architecture, aws, bigquery, blockchain, classification, clustering, data governance, data quality, data warehouse, distributed systems, engineering, etl, gcp, kafka, microservices, privacy, python, r, research, scala, security, spark, curiosity, communication, leadership, data integration, sql, api, programming"
"39093","cnsp surface force training requirements and data analyst","United States","USD",42000,60000,"ai-jobs.net","bachelor",10,"Americas","United States","excel, leadership, security, microsoft office"
"39156","machine learning engineer",NA,"USD",92000,192000,"ai-jobs.net",NA,3,NA,NA,"blockchain, crypto, engineering, machine learning, ml models, nlp, open source, pytorch, research, scikit learn, security, cybersecurity, machine learning algorithms, tensorflow, problem solving, communication, natural language processing, reinforcement learning"
"39034","data engineer","United States","USD",115000,180000,"ai-jobs.net",NA,NA,"Americas","United States","architecture, aws, azure, consulting, data management, data pipelines, data strategy, engineering, etl, kafka, kinesis, machine learning, matillion, oracle, pipelines, power bi, python, qlik, r, redshift, scala, snowflake, spark, sql, tableau, data storage, automation, data engineering, talend"
"39108","early career talent  data science intern","United States",NA,NA,NA,"ai-jobs.net","phd",NA,"Americas","United States","deep learning, machine learning, nlp, phd, predictive modeling, privacy, python, r, rdbms, statistical modeling, statistics, testing, data science, unstructured data, optimization, leadership, reinforcement learning, communication, programming"
"39172","data engineering development lead fmdiv","Germany","USD",115000,180000,"ai-jobs.net",NA,NA,"Europe","Germany","azure, computer science, data analytics, data pipelines, engineering, pipelines, spark, data engineering, collaboration, sql"
"39102","principal data scientist seattle or us remote","United States","USD",158000,209000,"ai-jobs.net","master",8,"Americas","United States","a/b testing, banking, causal inference, classification, clustering, computer science, economics, engineering, finance, machine learning, mathematics, predictive modeling, python, r, research, sql, statistical modeling, statistics, project management, data collection, communication, data science, data modeling, machine learning algorithms, leadership, travel, c"
"39124","data scientist","Israel","USD",129000,185000,"ai-jobs.net","phd",3,"Asia","Israel","airflow, bayesian, big data, ci/cd, classification, databricks, deep learning, docker, e commerce, engineering, kafka, kubeflow, kubernetes, machine learning, mathematics, ml models, nlp, python, r, r&d, research, spark, statistical modeling, data science, phd, statistics, communication, optimization, collaboration"
"39042","senior data engineer spain","Spain","USD",115000,180000,"ai-jobs.net",NA,4,"Europe","Spain","airflow, apis, architecture, aws, azure, big data, bigquery, dagster, data pipelines, data warehouse, engineering, gcp, google cloud, kafka, machine learning, pipelines, python, redshift, scala, snowflake, spark, sql, data collection, data engineering, problem solving, communication, streaming"
"39085","associate director data analytics","Canada","USD",56000,105000,"ai-jobs.net","master",8,"Americas","Canada","agile, consulting, data analytics, engineering, pipelines, teaching, problem solving, creativity, curiosity, leadership, optimization, testing"
"39147","senior data engineer","Vietnam","USD",115000,180000,"ai-jobs.net",NA,5,"Asia","Vietnam","agile, aws, data analysis, data management, data pipelines, data quality, data warehouse, etl, pipelines, power bi, python, scrum, sql, data collection, problem solving, tableau, data modeling"
"39009","staff machine learning engineer","India","USD",55000,102000,"ai-jobs.net","phd",8,"Asia","India","machine learning, oop, phd, python, research, curiosity, testing"
"39119","data scientist","India","USD",129000,185000,"ai-jobs.net",NA,6,"Asia","India","apis, azure, data analysis, django, fintech, flask, machine learning, numpy, pandas, power bi, privacy, python, rest api, scipy, programming, problem solving, sql, collaboration, automation, travel"
